"ROTATION_SET_ID","COURT_ID","DESCRIPTION","DEFAULT_YN","CREATED_BY","CREATION_DATE","LAST_UPDATED_BY","LAST_UPDATE_DATE","VERSION"
637,67,"Grimsby all case status","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
770,76,"Jury Room English","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
161,17,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
158,15,"Preston Court","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
160,17,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
162,17,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
163,17,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
164,17,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
165,17,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
166,17,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
206,20,"Robing-room","N","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
300,32,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
301,32,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
302,32,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
303,32,"Summary By Name","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
304,32,"Status","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
305,32,"Daily List","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
306,32,"All Lists","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
307,33,"Public View","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
308,33,"Court Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
309,33,"Jury Room","Y","XHIBIT",01-APR-09 15:25:56,"XHIBIT",01-APR-09 15:25:56,1
