"CONFIGURED_PUBLIC_NOTICE_ID","IS_ACTIVE","COURT_ROOM_ID","PUBLIC_NOTICE_ID","LAST_UPDATE_DATE","CREATION_DATE","CREATED_BY","LAST_UPDATED_BY","VERSION"
9476,"0",8125,806,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9477,"0",8125,807,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9478,"0",8125,808,12-MAY-09 15:56:44,12-MAY-09 15:56:44,"XHIBIT","XHIBIT",1
9896,"0",979,545,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9897,"0",979,546,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9898,"0",979,547,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9899,"0",979,548,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9900,"0",979,549,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9901,"0",979,550,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9902,"0",980,541,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9903,"0",980,542,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9904,"0",980,543,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9905,"0",980,544,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9906,"0",980,545,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9907,"0",980,546,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9908,"0",980,547,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9909,"0",980,548,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9910,"0",980,549,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9911,"0",980,550,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9912,"0",981,541,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9913,"0",981,542,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9914,"0",981,543,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9915,"0",981,544,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9916,"0",981,545,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9917,"0",981,546,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9918,"0",981,547,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9919,"0",981,548,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
9920,"0",981,549,25-APR-12 14:07:23,25-APR-12 14:07:23,"XHIBIT","XHIBIT",1
